Internal ID,Name,Display Name,Description,Type,Sales Type,CATEGORY,SUB-CATEGORY,PROFIT CENTER,BRAND
16981,*S5313130000046,SFG RAIN  FNNP 11ML ISKRAMBOL,RAIN NAIL POLISH 11ML ISKRAMBOL,Assembly,,Nail Care,Nail Polish,CNAI01,Rain Nail Polish
16982,*S5313130000047,SFG RAIN  FNNP 11ML PERYA,RAIN NAIL POLISH 11ML PERYA,Assembly,,Nail Care,Nail Polish,,Rain Nail Polish
16983,*S5313130000048,SFG RAIN  FNNP 11ML ICE POP,RAIN NAIL POLISH 11ML ICE POP,Assembly,,Nail Care,Nail Polish,,Rain Nail Polish
16984,*S5313130000049,SFG RAIN  FNNP 11ML PLASTIC BALLOON,RAIN NAIL POLISH 11ML PLASTIC BALLOON,Assembly,,Nail Care,Nail Polish,,Rain Nail Polish
16985,*S5313130000050,SFG RAIN  FNNP 11ML BRICK GAME,RAIN NAIL POLISH 11ML BRICK GAME,Assembly,,Nail Care,Nail Polish,,Rain Nail Polish
16986,*S5313130000051,SFG RAIN  FNNP 11ML PIKO,RAIN NAIL POLISH 11ML PIKO,Assembly,,Nail Care,Nail Polish,,Rain Nail Polish
16987,*S5313130000052,SFG RAIN  FNNP 11ML KOMIKS,RAIN NAIL POLISH 11ML KOMIKS,Assembly,,Nail Care,Nail Polish,CNAI01,Rain Nail Polish
16988,*S5313130000053,SFG RAIN  FNNP 11ML TEKS,RAIN NAIL POLISH 11ML TEKS,Assembly,,Nail Care,Nail Polish,CNAI01,Rain Nail Polish
16989,*S5313130000054,SFG RAIN  FNNP 11ML GOMA,RAIN NAIL POLISH 11ML GOMA,Assembly,,Nail Care,Nail Polish,CNAI01,Rain Nail Polish
16990,*S5313130000055,SFG RAIN  FNNP 11ML JOLEN,RAIN NAIL POLISH 11ML JOLEN,Assembly,,Nail Care,Nail Polish,CNAI01,Rain Nail Polish
6922,0,Opening Balance - AR,Opening Balance - AR,Non-inventory Item,,,,,
6923,00,Opening Balance - AP,,Non-inventory Item,,,,,
15746,10101441001251,CAPOEQPPAL,,Non-inventory Item,,,,,
28415,10101441001252,CAPOEQPHPTRUCK,,Non-inventory Item,,Common,,,
13398,10101441100001,CAPOFFESMH N30 EGG CRATE 02 GREEN,,Non-inventory Item,,,,,
13399,10101441100002,CAPOFFESMH CNS-3 CRATE C5437-SHF7 02 RED,,Non-inventory Item,,,,,
13400,10101441100003,CAPOFFESMH CNS-1C CRATE C5437-SHH12 02 BLUE,,Non-inventory Item,,,,,
13401,10101441100004,CAPOFFESMH CNS-3C CRATE C5437-SHH7 02 YELLOW,,Non-inventory Item,,,,,
17070,10101441100005,CAPOFFE SS CHAIR BAR STOOL 23INX1FT,,Non-inventory Item,,,,,
17071,10101441100006,CAPOFFE SS CHAIR BAR STOOL W/BACKREST 26X12-1/2IN,,Non-inventory Item,,,,,
24570,10101441100007,CAPOFFE 4-DRAWER LATERAL FILING METAL CABINET 90X45X138,,Non-inventory Item,,,,,
24571,10101441100008,CAPOFFE IND WALL FAN WF-2601 26IN,,Non-inventory Item,,,,,
29620,10101441100009,CAPOFFE SKU 211023 HANABISHI-180 INDUSTRIAL STAND FAN 18,,Non-inventory Item,,Common,,,
15221,1010144110001,"CAPOFFEDSB -  CABINET,FILING,LFC-2D,900X450X750",,Non-inventory Item,,,,,
21151,10101441100010,CAPOFFELAB AIRCON CONDURA-2HP,,Non-inventory Item,,,,,
21152,10101441100011,CAPOFFELAB ERGONOMIC CHAIR-GRAY,,Non-inventory Item,,,,,
21153,10101441100012,CAPOFFELAB ERGONOMIC CHAIR-BLACK,,Non-inventory Item,,,,,
21638,10101441100013,CAPOFFELAB DELIVERY FEE,,Non-inventory Item,,,,,
24469,10101441100014,CAPOFFELAB DELIVERY FEE FILLING CABINETS,,Non-inventory Item,,,,,
28006,10101441100015,CAPOFFELAB STEEL CABINET RACK,,Non-inventory Item,,Common,,,
31231,10101441100016,CAPOFFE 2-DOOR LAYER FILING CABINET 450D X 900W X 750H MM COLOR,,Non-inventory Item,,Common,,,
31232,10101441100017,CAPOFFE 3-DRAWER MOBILE PEDESTAL 560D X 400W X 675H MM,,Non-inventory Item,,Common,,,
31131,10101441100321,CAPOFFE ELECTRIC WALL FAN,,Non-inventory Item,,Common,,,
31132,10101441100322,CAPOFFE ELECTRIC STAND FAN,,Non-inventory Item,,Common,,,
13096,10104300000001,"CAP COM PRI PRINTER, BARCODE, CLN4x",,Non-inventory Item,,,,,
13095,10107800000001,CAP VEHI MOT YAMAHA MIO 125i,,Non-inventory Item,,,,,
30929,10107800000002,CAPVEHI MOTORCYCLE HONDA WAVE 110 RSX DISC,,Non-inventory Item,,Common,,,
18191,101164124,"LADDER,STEP,700X1200X2300MM,STEEL",,Non-inventory Item,,,,,
20826,10144100607890,"SHREDDER,PAPER,KOBRA,240.1 S4",,Non-inventory Item,,,,,
24267,10144100607891,"CABINET,FILING,LFC-4D,LightGray",,Non-inventory Item,,,,,
16464,1014411000001,CAP OEQP AIRCON CARRIER A/C FP53GCVB024 2.5HP,,Non-inventory Item,,,,,
28315,1014411000010,CAP OEQP AIRCON INVERTER,,Non-inventory Item,,Common,,,
25880,1014411000011,CAP OEQP AIRCON CONDURA WCONH012EEV1 A/C 1.5 HP,,Non-inventory Item,,Common,,,
25876,1014411000012,CAP OEQP MAKITA CORDED DRILL,,Non-inventory Item,,Common,,,
25878,1014411000013,CAP OEQP MAKITA CORDED ANGLE GRINDER,,Non-inventory Item,,Common,,,
25879,1014411000014,CAP OEQP HOT AND COLD WATER DISPENSER,,Non-inventory Item,,Common,,,
27604,1014411000015,CAP OEQP CLAMP METER ELECTRICAL TEST KIT,,Non-inventory Item,,Common,,,
27605,1014411000016,CAP OEQP DIGITAL MULTIMETER,,Non-inventory Item,,Common,,,
25376,10144110300001,CAPSMHDLBOX,,Non-inventory Item,,,,,
25476,10144110300002,CAPSMHBRKET,,Non-inventory Item,,,,,
26386,10144110300003,"Angular Hand Truck  8""",,Non-inventory Item,,Common,,,
26793,10144110300004,Stanley Platform Truck 300kg,,Non-inventory Item,,Common,,,
14915,102000009,"CNS BC,STICKER,30x9,(PLAIN)",,Inventory Item,,,,,
14916,102000015,"CNS BC,STICKER,75x50,(PLAIN)",,Inventory Item,,,,,
18193,102001371,"Film, Stretch, 20inchx500M",,Non-inventory Item,,,,,
30932,10310000200001,CAP MACH CAM M1 CAPPING MACHINE,,Non-inventory Item,,Common,,,
29727,10310000400001,CAP MACH LEIBINGER JET 3 ECO CODING MACHINE 5-LINER,,Non-inventory Item,,Common,,,
28028,10310000500001,CAP MACH CMP VESPA AIR COMPRESSOR 3 HP 3-PHASE,,Non-inventory Item,,Common,,,
28030,10310000600001,CAP MACH COA ZS-JP1 SIDE GRIP CONVEYOR,,Non-inventory Item,,Common,,,
28031,10310000600002,CAP MACH COA SIDE BELT FOR ZS-JP1,,Non-inventory Item,,Common,,,
18188,10310000800001,"CAP MACH FIM ZS-DTMP6A, 6 HEADS",,Non-inventory Item,,,,,
18189,10310000800002,"CAP MACH FIM ZS-DTMP6A, 4 HEADS",,Non-inventory Item,,,,,
31635,10310000800003,"CAP MACH FIM FL-010R, PERISTALTIC TYPE",,Non-inventory Item,,Common,,,
21148,10310001000001,CAPMACHLAB HOTPLATE-STIRRER-MAGNETIC BAR,,Non-inventory Item,,,,,
21149,10310001000002,CAPMACHLAB PH METER,,Non-inventory Item,,,,,
21150,10310001000003,CAPMACHLAB ANALYTICAL BALANCE,,Non-inventory Item,,,,,
15747,10310001100001,"CAP MACH MTI WEIGHING SCALE, FUJI, 50KG",,Non-inventory Item,,,,,
22248,1031000150001,CAP PIP AIRCON PIPE,,Non-inventory Item,,,,,
28029,10310001900001,CAP MACH SMT OSTS-1000 PORTABLE INDUCTION SEALER,,Non-inventory Item,,Common,,,
29728,10310001900002,CAP MACH SMT UNI-AIR SOLENOID VALVE FOR BLISTER MACHINE,,Non-inventory Item,,Common,,,
30931,10310001900003,CAP MACH SMT BLISTER PACK PNEUMATIC SEALER,,Non-inventory Item,,Common,,,
24368,10310002100001,CAP MACH SMH DTF 450 HYDRAULIC DRUM LIFTER,,Non-inventory Item,,,,,
9056,10430000301001,"CAP COMP APPLE MKGP3PP/A 14-INCH, SPACE GRAY",,Non-inventory Item,,,,,
29622,10481017000002,"SLUSH MACHINE, BLACK, CIHAN1V2",,Non-inventory Item,,Common,,,
18195,1048101700001,"CAP MACH CIHAN 2,3,4,5 BODY  19.33 W(CM),26.00H(CM), 7.61 W(IN) 10.24 H(IN)",,Non-inventory Item,,,,,
22249,1056100000001,CAP SFFE AC UNIT DISMANTLING,,Non-inventory Item,,,,,
14815,1056100010001,"CAP HKS Metal Hooks 6"" Length",,Non-inventory Item,,,,,
24670,1056100010002,CAP HKS ADJUSTABLE SINGLE STANDING PRONG 170MM H x 130MM HKS x 3” x 4.5” ACRYLIC BASE,,Non-inventory Item,,,,,
23157,1056100020001,CAP IND WALL MOUNTED DISPENSERS,,Service,,,,,
27504,1056100020001,CAP IND WALL MOUNTED DISPENSERS,,Non-inventory Item,,,,,
27505,1056100020002,CAP IND AUTOMATIC SPRAY DISPENSERS,,Non-inventory Item,,,,,
23158,1056100020002,CAP IND AUTOMATIC SPRAY DISPENSERS,,Service,,,,,
14816,1056100030001,CAP MAC BOBBIE PANEL 6 FT X 3 FT X 5 FT,,Non-inventory Item,,,,,
14817,1056100030002,CAP MAC BOBBIE CUBE SET,,Non-inventory Item,,,,,
14818,1056100030003,CAP MAC BOBBIE COLUMN 1 FT X 1FT X 3FT,,Non-inventory Item,,,,,
14819,1056100030004,CAP MAC BOBBIE SHELVES 180 CM X 90 CM X 30 CM,,Non-inventory Item,,,,,
14820,1056100030005,CAP MAC BOBBIE CYLINDER SET,,Non-inventory Item,,,,,
14821,1056100030006,CAP MAC DELIVERY FEE,,Non-inventory Item,,,,,
13712,1056100050001,"CAP MOD Bin, Side, Bobbie,310x150x1450mm,MetalRack",,Non-inventory Item,,,,,
13713,1056100050002,CAP MOD Bobbie Pro-styl and Hair Extras Module 700mm x 700mm x 1500mm,,Non-inventory Item,,,,,
14720,1056100050003,CAP MOD Bobbie Module 1 x 1 x 4.5 ft,,Non-inventory Item,,,,,
14721,1056100050004,CAP MOD Bobbie Module 1 x 1.5 x 4.5 ft,,Non-inventory Item,,,,,
14722,1056100050005,CAP MOD Bobbie Module 1.5 x 1.5 x 4.5 ft,,Non-inventory Item,,,,,
14723,1056100050006,CAP MOD Bobbie Module 2 x 2 x 4.5ft,,Non-inventory Item,,,,,
14724,1056100050007,CAP MOD Bobbie Cosmetics Module 1 x 1 x 4.5 ft,,Non-inventory Item,,,,,
14725,1056100050008,CAP MOD Bobbie Cosmetics Module 1.5 x 1.5 x 4.5 ft,,Non-inventory Item,,,,,
14726,1056100050009,CAP MOD Bobbie Cosmetics Module 2 x  2 x 4.5ft,,Non-inventory Item,,,,,
14727,1056100050010,CAP MOD Chic Nail Color Module 1 x 1 x 4.5 ft,,Non-inventory Item,,,,,
14728,1056100050011,CAP MOD Chic Nail Color Module 2 x  2 x 4.5ft,,Non-inventory Item,,,,,
15960,1056100050012,CAP MOD G7 ID TOWER 500MM X 500MM X 1550MM,,Non-inventory Item,,,,,
15961,1056100050013,CAP MOD G8 ID TOWER 500MM X 500MM X 1450MM,,Non-inventory Item,,,,,
15962,1056100050014,CAP MOD REGULAR ID TOWER 500MM X 500MM X 1650MM,,Non-inventory Item,,,,,
15963,1056100050015,CAP MOD WALL MODULE 1000MM X 350MM X 2010MM,,Non-inventory Item,,,,,
15964,1056100050016,CAP MOD WALL MODULE 1000MM X 350MM X 2160MM,,Non-inventory Item,,,,,
15965,1056100050017,CAP MOD DELIVERY/INSTALLATION FEE,,Non-inventory Item,,,,,
16061,1056100050018,CAP MOD G8 COUNTER 1055MM X 650MM X 1565MM,,Non-inventory Item,,,,,
16062,1056100050019,CAP MOD DRESS -UP,,Non-inventory Item,,,,,
18192,1056100050020,CAP MOD WALL MODULE 1000MM X 350MM X 1520MM,,Non-inventory Item,,,,,
20516,1056100050021,"CAP MOD BOBBIE DISPLAY RACK L-14"" x W-10"" x H-4.5'",,Non-inventory Item,,,,,
20621,1056100050022,CAP MOD WALL MODULE 1000MM X 350MM X 1410MM,,Non-inventory Item,,,,,
23960,1056100050023,CAP MOD GEN Y WALL MODULE 1010MM(L) X 270MM(W) X 1591MM(H),,Non-inventory Item,,,,,
26688,1056100050024,CAP MOD BOBBIE PRO-STYL MODULE  L: 0.80mL x 0.60mW x 1.20m R: 0.80mL x 0.60mW x 1.50mH,,Non-inventory Item,,General Merchandise,,CMDS01,
27196,1056100050025,CAP MOD G7 SINGLE DETACHED 1010mm x 540mm x 1212mm x 1580mm,,Non-inventory Item,,Common,,,
18194,1056100060001,"CAP SAA CIHAN 2,3,4.5 HEADER 19.25 W(CM),7.37H(CM), 7.58 W(IN) 2.90 H(IN)",,Non-inventory Item,,,,,
13714,1056100070001,CAP TTD 3 Layer Acrylic Dispensers 23cm (w) x 26cm (d) x 21cm (h),,Non-inventory Item,,,,,
13715,1056100070002,"CAP TTD 2 Layer Acrylic Dispensers 7-1/4"" (h) x 464mm total width x 10-1/2"" (d)",,Non-inventory Item,,,,,
14711,1056100070003,CAP TTD One Hole Tool Box (L) x 150mm (W) x 130mm (H),,Non-inventory Item,,,,,
14712,1056100070004,CAP TTD Six Hole Tool Box 238mm (L) x 158mm (W) x 70mm (H),,Non-inventory Item,,,,,
14713,1056100070005,CAP TTD Acrylic Stopper 2 x 258 mm,,Non-inventory Item,,,,,
14714,1056100070006,CAP TTD Acrylic Shelf Divider - Whole 8.5 x 11 inch,,Non-inventory Item,,,,,
14715,1056100070007,CAP TTD Acrylic Shelf Divider - Half 4.25 x 11 inch,,Non-inventory Item,,,,,
14716,1056100070008,CAP TTD Space Filler Small 240mm (L) x 160mm (W) x 102mm (H),,Non-inventory Item,,,,,
14717,1056100070009,CAP TTD Space Filler Medium 257mm (L) x 185mm (W) x 110mm (H),,Non-inventory Item,,,,,
14718,1056100070010,CAP TTD Space Filler Large 384mm (L) x 185mm (W) x 110mm (H),,Non-inventory Item,,,,,
14719,1056100070011,CAP TTD Lipstick Holder 118mm (L) x 146mm (W) x 50mm (H),,Non-inventory Item,,,,,
5422,107001891,STICKER;,,Inventory Item,,Nail Care,,CNAI01,
5423,107006478,"BOX,BUNDLE,N.COLOR,30X65X85MM,FOLDCOAT18",,Inventory Item,,Nail Care,,CNAI01,
5424,107007101,"STICKER,PACK,CHIC NAIL COLOR,145X97MM;",,Inventory Item,,Nail Care,,CNAI01,
15748,10721211200001,"CAP MACH EIE SCREW DRIVER SET, LOTUS, 38 PCS",,Non-inventory Item,,,,,
16463,1072121120002,CAP EIE AIRCON INSTALLATION FEE,,Non-inventory Item,,,,,
13708,1078000000001,"CAP VEHI Ford, Everest, Titanium, Plus, 2.0L,4X2,",,Non-inventory Item,,,,,
13709,1078000000002,"CAP VEHI Ford, Everest, Titanium, Plus, 2.0L,4X2, other expense",,Non-inventory Item,,,,,
13710,1078000000003,"CAP VEHI TOYOTA,FORTUNER,2.4G,4X2,DSL,A/T",,Non-inventory Item,,,,,
13711,1078000000004,"CAP VEHI TOYOTA,FORTUNER,2.4G,4X2,DSL,A/T, other expense",,Non-inventory Item,,,,,
29624,1078000000010,"CAP VEHI TOYOTA,RAIZE,1.0 TURBO,CVT",,Non-inventory Item,,Common,,,
18187,109004737,"ACU,Window,Kolin,KAG-145WCINV A/C,1.5hp",,Non-inventory Item,,,,,
19611,112001635,"COM OSPLY  Ribbon, Printer, Epson FX2175",,Non-inventory Item,,,,,
18809,1216460500001,CNS WWTP POLYMER AQUAFLOC A810,,Non-inventory Item,,,,,
12288,1217170300001,CNS INK V411-D VIDEOJET,,Inventory Item,,,,,
12289,1217170300002,CNS INK 70000-00030 LEIBINGER,,Inventory Item,,,,,
12290,1217170300003,CNS INK IC2BK034 DOMINO,,Inventory Item,,,,,
12291,1219000000001,CNS MSOLV MAKE UP FLUID MC2BK034 DOMINO,,Inventory Item,,,,,
12292,1235213800001,CNS MEK MAKE UP FLUID 77001-00030 LEIBINGER,,Inventory Item,,,,,
12293,1235213800002,CNS MEK MAKE UP FLUID V706-D VIDEOJET,,Inventory Item,,,,,
12294,1235213800003,CNS MEK MAKE UP FLUID V901-Q VIDEOJET,,Inventory Item,,,,,
12295,1235213800004,CNS MEK CLEANING SOLUTION C-262 DOMINO,,Inventory Item,,,,,
24468,1235213800005,CNS MEK CLEANING SOLUTION LEIBINGER 1L,,Inventory Item,,,,,
18806,1235231600001,"CNS WWTP CAUSTIC SODA FLAKES, 25 KG",,Non-inventory Item,,,,,
8203,13116000005479,CNS HWARE RECEPTACLE CEILING 4-1/5IN 6A 250V,,Non-inventory Item,,,,,
2222,1410150000001,RM STERILIZED TALC,,Inventory Item,,Nail Care,,CNAI01,
2223,1410150000002,RM BARLOX 12,,Inventory Item,,HHH - Industrial,,CIND01,
2224,1410150000003,RM DEHYTON KEAS,,Inventory Item,,HHH - Industrial,,CIND01,
2225,1410150000004,RM NINOL 40CO,,Inventory Item,,HHH - Industrial,,CIND01,
2226,1410150000005,RM TEXAPON N70,,Inventory Item,,HHH - Industrial,,CIND01,
2227,1410150000006,RM TRIETHANOLAMINE (TEA),,Inventory Item,,Make-up,,CMAK01,
2228,1410150000007,RM REMILD CT35,,Inventory Item,,Make-up,,CMAK01,
2229,1410150000008,RM PEARLIZER,,Inventory Item,,HHH - Industrial,,CIND01,
2230,1410150000009,RM BHT,,Inventory Item,,Nail Care,,CNAI01,
2231,1410150000010,RM TOCOPHERYL ACETATE,,Inventory Item,,Private Label,,CPRI01,
2232,1410150000011,RM TRICLOSAN,,Inventory Item,,Nail Care,,CNAI01,
2233,1410150000012,RM METHYL PARABEN,,Inventory Item,,Nail Care,,CNAI01,
2234,1410150000013,RM PROPYL PARABEN,,Inventory Item,,Make-up,,CMAK01,
2235,1410150000014,RM EUXYL K100,,Inventory Item,,HHH - Industrial,,CIND01,
2236,1410150000015,RM PARMETOL DF35,,Inventory Item,,HHH - Industrial,,CIND01,
2237,1410150000016,RM PHENOXYETHANOL,,Inventory Item,,HHH - Industrial,,CIND01,
2238,1410150000017,RM BENZALKONIUM CHLORIDE 50%,,Inventory Item,,HHH - Industrial,,CIND01,
2239,1410150000018,RM BIOSOL,,Inventory Item,,HHH - Industrial,,CIND01,
2240,1410150000019,RM AVOCADO EXTRACT,,Inventory Item,,Private Label,,CPRI01,
2241,1410150000020,RM CALAMANSI EXTRACT,,Inventory Item,,Private Label,,CPRI01,
2242,1410150000021,RM SWEET ALMOND OIL,,Inventory Item,,Private Label,,CPRI01,
2243,1410150000022,RM LEMON LIME 797975,,Inventory Item,,Private Label,,CPRI01,
2244,1410150000023,RM TRICALCIUM PHOSPHATE,,Inventory Item,,Nail Care,,CNAI01,
2245,1410150000024,RM CARBOPOL ETD 2020,,Inventory Item,,Make-up,,CMAK01,
2246,1410150000025,RM CITRIC ACID,,Inventory Item,,HHH - Industrial,,CIND01,
2247,1410150000026,RM SODIUM CHLORIDE USP,,Inventory Item,,HHH - Industrial,,CIND01,
2248,1410150000027,RM DOWLATEX,,Inventory Item,,Nail Care,,CNAI01,
2249,1410150000028,RM RM FD&C BLUE #1,,Inventory Item,,Nail Care,,CNAI01,
2250,1410150000029,RM FD&C YELLOW #5,,Inventory Item,,Nail Care,,CNAI01,
2251,1410150000030,RM FD&C RED #40,,Inventory Item,,Nail Care,,CNAI01,
2252,1410150000031,RM ROSE COVASOL W4002 #106,,Inventory Item,,Nail Care,,CNAI01,
2253,1410150000032,RM TUDOR CHERRY RED#21,,Inventory Item,,Nail Care,,CNAI01,
2254,1410150000033,RM WOODRUFF GREEN,,Inventory Item,,Nail Care,,CNAI01,
2255,1410150000034,RM D&C RED#33,,Inventory Item,,Make-up,,CMAK01,
2256,1410150000035,RM KEOLOS 303 (RED#21),,Inventory Item,,Nail Care,,CNAI01,
2257,1410150000036,RM OIL SOLUBLE RED,,Inventory Item,,Make-up,,CMAK01,
2258,1410150000037,RM FD&C RED #4,,Inventory Item,,HHH - Industrial,,CIND01,
2259,1410150000038,RM FD&C YELLOW #6,,Inventory Item,,Make-up,,CMAK01,
2260,1410150000039,RM ACID RED 52 (KEOLOW-005),,Inventory Item,,Nail Care,,CNAI01,
2261,1410150000040,RM BLONDIE BRILLIANT GOLD 6001S,,Inventory Item,,Nail Care,,CNAI01,
2262,1410150000041,RM BLONDIE GLITTER COPPER 6400E,,Inventory Item,,Nail Care,,CNAI01,
2263,1410150000042,RM BLONDIE GLITTER GOLD 6001E,,Inventory Item,,Nail Care,,CNAI01,
2264,1410150000043,RM BLONDIE SPARKLE GOLD 6000E,,Inventory Item,,Nail Care,,CNAI01,
2265,1410150000044,RM BLONDIE SUPER COPPER 6400S,,Inventory Item,,Nail Care,,CNAI01,
2266,1410150000045,RM BLONDIE SUPERGLITTER 6200G,,Inventory Item,,Nail Care,,CNAI01,
2267,1410150000046,RM BLONDIE SUPER GOLD 6000S,,Inventory Item,,Nail Care,,CNAI01,
2268,1410150000047,RM BLONDIE SUPER SPARKLE 6000G,,Inventory Item,,Nail Care,,CNAI01,
2269,1410150000048,RM BLONDIE GLITTER COPPER 6400H,,Inventory Item,,Nail Care,,CNAI01,
2270,1410150000049,RM BLONDIE GLITTER GOLD 6001H,,Inventory Item,,Nail Care,,CNAI01,
2271,1410150000050,RM COLORONA BLACKSTAR BLUE,,Inventory Item,,Nail Care,,CNAI01,
2272,1410150000051,RM COLORONA BLACKSTAR GOLD,,Inventory Item,,Nail Care,,CNAI01,
2273,1410150000052,RM COLORONA BLACKSTAR GREEN,,Inventory Item,,Nail Care,,CNAI01,
2274,1410150000053,RM COLORONA BORDEAUX,,Inventory Item,,Nail Care,,CNAI01,
2275,1410150000054,RM COLORONA BRIGHT GOLD,,Inventory Item,,Nail Care,,CNAI01,
2276,1410150000055,RM COLORONA BRONZE,,Inventory Item,,Nail Care,,CNAI01,
2277,1410150000056,RM COLORONA BRONZE SPARKLE,,Inventory Item,,Nail Care,,CNAI01,
2278,1410150000057,RM COLORONA CARMINE RED,,Inventory Item,,Nail Care,,CNAI01,
2279,1410150000058,RM COLORONA CHAMELEON,,Inventory Item,,Nail Care,,CNAI01,
2280,1410150000059,RM COLORONA COPPER,,Inventory Item,,Nail Care,,CNAI01,
2281,1410150000060,RM COLORONA DARK BLUE,,Inventory Item,,Nail Care,,CNAI01,
2282,1410150000061,RM COLORONA FINE GOLD MP20,,Inventory Item,,Nail Care,,CNAI01,
2283,1410150000062,RM COLORONA GLITTER COPPER,,Inventory Item,,Nail Care,,CNAI01,
2284,1410150000063,RM COLORONA GLITTER BORDEAUX,,Inventory Item,,Nail Care,,CNAI01,
2285,1410150000064,RM COLORONA KARAT GOLD MP24,,Inventory Item,,Nail Care,,CNAI01,
2286,1410150000065,RM COLORONA LIGHT BLUE,,Inventory Item,,Nail Care,,CNAI01,
2287,1410150000066,RM COLORONA MAGENTA,,Inventory Item,,Nail Care,,CNAI01,
2288,1410150000067,RM COLORONA MAJESTIC GREEN,,Inventory Item,,Nail Care,,CNAI01,
2289,1410150000068,RM COLORONA MICA BLACK,,Inventory Item,,Nail Care,,CNAI01,
2290,1410150000069,RM COLORONA ORIENTAL BEIGE,,Inventory Item,,Nail Care,,CNAI01,
2291,1410150000070,RM COLORONA PASSION ORANGE,,Inventory Item,,Nail Care,,CNAI01,
2292,1410150000071,RM COLORONA PATAGONIAN PURPLE,,Inventory Item,,Nail Care,,CNAI01,
2293,1410150000072,RM COLORONA PATINA SILVER,,Inventory Item,,Nail Care,,CNAI01,
2294,1410150000073,RM COLORONA PRECIOUS GOLD,,Inventory Item,,Nail Care,,CNAI01,
2295,1410150000074,RM COLORONA RED BROWN,,Inventory Item,,Nail Care,,CNAI01,
2296,1410150000075,RM COLORONA RED GOLD,,Inventory Item,,Nail Care,,CNAI01,
2297,1410150000076,RM COLORONA SIENNA,,Inventory Item,,Nail Care,,CNAI01,
2298,1410150000077,RM COSMETICA GLITTER WHITE 9000G,,Inventory Item,,Nail Care,,CNAI01,
2299,1410150000078,RM DICHRONA SPLENDID BR,,Inventory Item,,Nail Care,,CNAI01,
2300,1410150000079,RM DUOCHROME BG 826C,,Inventory Item,,Nail Care,,CNAI01,
2301,1410150000080,RM DUOCHROME BR 426C,,Inventory Item,,Nail Care,,CNAI01,
2302,1410150000081,RM DUOCHROME RB 624C,,Inventory Item,,Nail Care,,CNAI01,
2303,1410150000082,RM DUOCHROME RY 224C,,Inventory Item,,Nail Care,,CNAI01,
2304,1410150000083,RM FLUORESCENT PC12,,Inventory Item,,Nail Care,,CNAI01,
2305,1410150000084,RM FLUORESCENT PC18,,Inventory Item,,Nail Care,,CNAI01,
2306,1410150000085,RM FLUORESCENT PC21,,Inventory Item,,Nail Care,,CNAI01,
2307,1410150000086,RM FLUORESCENT PC23,,Inventory Item,,Nail Care,,CNAI01,
2308,1410150000087,RM FLUORESCENT PC25,,Inventory Item,,Nail Care,,CNAI01,
2309,1410150000088,RM FLUORESCENT PC27,,Inventory Item,,Nail Care,,CNAI01,
2310,1410150000089,RM FLUORESCENT PC29,,Inventory Item,,Nail Care,,CNAI01,
2311,1410150000090,RM FLUORESCENT PC30,,Inventory Item,,Nail Care,,CNAI01,
2312,1410150000091,RM FLUORESCENT PC88,,Inventory Item,,Nail Care,,CNAI01,
2313,1410150000092,RM TIMICA SILVER SPARKLE 5500,,Inventory Item,,Nail Care,,CNAI01,
2314,1410150000093,RM TIMIRON DIAMOND CLUSTER MP149,,Inventory Item,,Nail Care,,CNAI01,
2315,1410150000094,RM TIMIRON SILK BLUE,,Inventory Item,,Nail Care,,CNAI01,
2316,1410150000095,RM TIMIRON SILK RED,,Inventory Item,,Nail Care,,CNAI01,
2317,1410150000096,RM TIMIRON SNOWFLAKE MP99,,Inventory Item,,Nail Care,,CNAI01,
2318,1410150000097,RM TIMIRON SPARKLE MP47,,Inventory Item,,Nail Care,,CNAI01,
2319,1410150000098,RM TIMIRON SPLENDID BLUE,,Inventory Item,,Nail Care,,CNAI01,
2320,1410150000099,RM TIMIRON SPLENDID COPPER,,Inventory Item,,Nail Care,,CNAI01,
2321,1410150000100,RM TIMIRON SPLENDID GOLD,,Inventory Item,,Nail Care,,CNAI01,
2322,1410150000101,RM TIMIRON SPLENDID GREEN,,Inventory Item,,Nail Care,,CNAI01,
2323,1410150000102,RM TIMIRON SPLENDID RED,,Inventory Item,,Nail Care,,CNAI01,
2324,1410150000103,RM TIMIRON SPLENDID VIOLET,,Inventory Item,,Nail Care,,CNAI01,
2325,1410150000104,RM TIMIRON STARLUSTER,,Inventory Item,,Nail Care,,CNAI01,
2326,1410150000105,RM TIMIRON STARLIGHT BLUE,,Inventory Item,,Nail Care,,CNAI01,
2327,1410150000106,RM TIMIRON STARLIGHT GOLD,,Inventory Item,,Nail Care,,CNAI01,
2328,1410150000107,RM TIMIRON STARLIGHT RED,,Inventory Item,,Nail Care,,CNAI01,
2329,1410150000108,RM TIMIRON SUPER BLUE,,Inventory Item,,Nail Care,,CNAI01,
2330,1410150000109,RM TIMIRON SUPER COPPER,,Inventory Item,,Nail Care,,CNAI01,
2331,1410150000110,RM TIMIRON SUPER GOLD,,Inventory Item,,Nail Care,,CNAI01,
2332,1410150000111,RM TIMIRON SUPER GREEN,,Inventory Item,,Nail Care,,CNAI01,
2333,1410150000112,"RM TIMIRON, SUPER RED",,Inventory Item,,Nail Care,,CNAI01,
2334,1410150000113,RM TIMIRON SUPERSILK,,Inventory Item,,Nail Care,,CNAI01,
2335,1410150000114,RM TIMIRON SUPER SILVER,,Inventory Item,,Nail Care,,CNAI01,
