Internal ID,Name,Display Name,Description,Type,Sales Type,CATEGORY,SUB-CATEGORY,PROFIT CENTER,BRAND
16231,PCKG_LBR_NC_Bobbie Nails NPR F30 1GAL,PCKG_LBR_NC_Bobbie Nails NPR F30 1GAL,,Non-inventory Item,,Nail Care,,CNAI01,
16229,PCKG_LBR_NC_Bobbie Nails NPR F30 1L,PCKG_LBR_NC_Bobbie Nails NPR F30 1L,,Non-inventory Item,,Nail Care,,CNAI01,
16225,PCKG_LBR_NC_Bobbie Nails NPR F30 275ML,PCKG_LBR_NC_Bobbie Nails NPR F30 275ML,,Non-inventory Item,,Nail Care,,CNAI01,
16219,PCKG_LBR_NC_Bobbie Nails NPR F30 30ML,PCKG_LBR_NC_Bobbie Nails NPR F30 30ML,,Non-inventory Item,,Nail Care,,CNAI01,
16227,PCKG_LBR_NC_Bobbie Nails NPR F30 520ML,PCKG_LBR_NC_Bobbie Nails NPR F30 520ML,,Non-inventory Item,,Nail Care,,CNAI01,
16221,PCKG_LBR_NC_Bobbie Nails NPR F30 60ML,PCKG_LBR_NC_Bobbie Nails NPR F30 60ML,,Non-inventory Item,,Nail Care,,CNAI01,
16167,PCKG_LBR_NC_Bobie Nails 15ML,PCKG_LBR_NC_Bobie Nails 15ML,,Non-inventory Item,,Nail Care,,CNAI01,
20218,PCKG_LBR_NC_Bobie Nails 30ML,PCKG_LBR_NC_Bobie Nails 30ML,,Non-inventory Item,,Nail Care,,CNAI01,
16169,PCKG_LBR_NC_Bobie Nails 500ML,PCKG_LBR_NC_Bobie Nails 500ML,,Non-inventory Item,,Nail Care,,CNAI01,
29623,PCKG_LBR_NC_Bobie Nails QD & Cut Conditioner in One 30ML,PCKG_LBR_NC_Bobie Nails QD & Cut Conditioner in One 30ML,,Non-inventory Item,,Nail Care,,CNAI01,
16239,PCKG_LBR_NC_Chic Nail Color 10ML,PCKG_LBR_NC_Chic Nail Color 10ML,,Non-inventory Item,,Nail Care,,CNAI01,
16235,PCKG_LBR_NC_Chic Nail Color 11ML,PCKG_LBR_NC_Chic Nail Color 11ML,,Non-inventory Item,,Nail Care,,CNAI01,
16237,PCKG_LBR_NC_Chic Nail Color 13ML,PCKG_LBR_NC_Chic Nail Color 13ML,,Non-inventory Item,,Nail Care,,CNAI01,
25076,PCKG_LBR_NC_Chic  FNNP Trio Pack Set A 7ML,PCKG_LBR_NC_Chic  FNNP Trio Pack Set A 7ML,,Non-inventory Item,,Nail Care,,CNAI01,
25078,PCKG_LBR_NC_Chic  FNNP Trio Pack Set B 7ML,PCKG_LBR_NC_Chic  FNNP Trio Pack Set B 7ML,,Non-inventory Item,,Nail Care,,CNAI01,
25080,PCKG_LBR_NC_Chic  FNNP Trio Pack Set C 7ML,PCKG_LBR_NC_Chic  FNNP Trio Pack Set C 7ML,,Non-inventory Item,,Nail Care,,CNAI01,
16171,PCKG_LBR_NC_Cuticle Soft Spray 20ML,PCKG_LBR_NC_Cuticle Soft Spray 20ML,,Non-inventory Item,,Nail Care,,CNAI01,
19500,PCKG_LBR_NC_Cuticle Tint Spray 20ML,PCKG_LBR_NC_Cuticle Tint Spray 20ML,,Non-inventory Item,,Nail Care,,CNAI01,
16243,PCKG_LBR_NC_FA Antibacterial Foot Blush 60ML,PCKG_LBR_NC_FA Antibacterial Foot Blush 60ML,,Non-inventory Item,,Nail Care,,CNAI01,
28518,PCKG_LBR_NC_FA By Chic Sports Active Foot Spray 100ML,PCKG_LBR_NC_FA By Chic Sports Active Foot Spray 100ML,,Non-inventory Item,,Nail Care,,CNAI01,
16245,PCKG_LBR_NC_FA Deodorizing Foot Blush 60ML,PCKG_LBR_NC_FA Deodorizing Foot Blush 60ML,,Non-inventory Item,,Nail Care,,CNAI01,
16247,PCKG_LBR_NC_FA Deodorizing Foot Spray 60ML,PCKG_LBR_NC_FA Deodorizing Foot Spray 60ML,,Non-inventory Item,,Nail Care,,CNAI01,
16249,PCKG_LBR_NC_FA Mineral Foot Spray 60ML,PCKG_LBR_NC_FA Mineral Foot Spray 60ML,,Non-inventory Item,,Nail Care,,CNAI01,
16233,PCKG_LBR_NC_Nail Polish Solvent 30ML,PCKG_LBR_NC_Nail Polish Solvent 30ML,,Non-inventory Item,,Nail Care,,CNAI01,
17074,PCKG_LBR_NC_Rain Nail Polish 11ML,PCKG_LBR_NC_Rain Nail Polish 11ML,,Non-inventory Item,,Nail Care,,CNAI01,
16241,PCKG_LBR_NC_Rain Nail Polish 8ML,PCKG_LBR_NC_Rain Nail Polish 8ML,,Non-inventory Item,,Nail Care,,CNAI01,
16165,PCKG_LBR_NC_Ultra Shine 12ML,PCKG_LBR_NC_Ultra Shine 12ML,,Non-inventory Item,,Nail Care,,CNAI01,
16163,PCKG_LBR_NC_Ultra Shine 12ML Promo Bundle,PCKG_LBR_NC_Ultra Shine 12ML Promo Bundle,,Non-inventory Item,,Nail Care,,CNAI01,
6947,PCKG_LBR_PL,PCKG_LBR_PL,,Non-inventory Item,,Private Label,,,
16353,PCKG_LBR_PL_MC Body Mist Blue Kiss 50ML,PCKG_LBR_PL_MC Body Mist Blue Kiss 50ML,,Non-inventory Item,,Private Label,,CPRI01,
16355,PCKG_LBR_PL_MC Body Mist Pink Rush 50ML,PCKG_LBR_PL_MC Body Mist Pink Rush 50ML,,Non-inventory Item,,Private Label,,CPRI01,
16357,PCKG_LBR_PL_MC Body Mist Vanilla Bean 50ML,PCKG_LBR_PL_MC Body Mist Vanilla Bean 50ML,,Non-inventory Item,,Private Label,,CPRI01,
16341,PCKG_LBR_PL_MC Diswashing Liq. Calamansi 250ml,PCKG_LBR_PL_MC Diswashing Liq. Calamansi 250ml,,Non-inventory Item,,Private Label,,CPRI01,
16343,PCKG_LBR_PL_MC Diswashing Liq. Lemon 250ml,PCKG_LBR_PL_MC Diswashing Liq. Lemon 250ml,,Non-inventory Item,,Private Label,,CPRI01,
16345,PCKG_LBR_PL_MC Finger Nail Clipper in a Tub,PCKG_LBR_PL_MC Finger Nail Clipper in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16347,PCKG_LBR_PL_MC Hand Sant. Spray 50ML,PCKG_LBR_PL_MC Hand Sant. Spray 50ML,,Non-inventory Item,,Private Label,,CPRI01,
16349,PCKG_LBR_PL_MC Hand Sant. Spray Vanilla Bean 50ML,PCKG_LBR_PL_MC Hand Sant. Spray Vanilla Bean 50ML,,Non-inventory Item,,Private Label,,CPRI01,
16359,PCKG_LBR_PL_MC Purifying Handwash 500ML,PCKG_LBR_PL_MC Purifying Handwash 500ML,,Non-inventory Item,,Private Label,,CPRI01,
16351,PCKG_LBR_PL_MC Sweet Escape Massage Oil 50ML,PCKG_LBR_PL_MC Sweet Escape Massage Oil 50ML,,Non-inventory Item,,Private Label,,CPRI01,
16373,PCKG_LBR_PL_NPR (Beauty Kingdom) 1GAL,PCKG_LBR_PL_NPR (Beauty Kingdom) 1GAL,,Non-inventory Item,,Private Label,,CPRI01,
16361,PCKG_LBR_PL_Robinsons S.Saver FNC in a Tub,PCKG_LBR_PL_Robinsons S.Saver FNC in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16363,PCKG_LBR_PL_Robinsons S.Saver Nail File w/Case in a Tub,PCKG_LBR_PL_Robinsons S.Saver Nail File w/Case in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16365,PCKG_LBR_PL_Robinsons S.Saver Safety Scissors in a Tub,PCKG_LBR_PL_Robinsons S.Saver Safety Scissors in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16367,PCKG_LBR_PL_Robinsons S.Saver Scissors Tweezer in a Tub,PCKG_LBR_PL_Robinsons S.Saver Scissors Tweezer in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16369,PCKG_LBR_PL_Robinsons S.Saver Straight Edge TNC in a Tub,PCKG_LBR_PL_Robinsons S.Saver Straight Edge TNC in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16371,PCKG_LBR_PL_Robinsons S.Saver TNC in a Tub,PCKG_LBR_PL_Robinsons S.Saver TNC in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16375,PCKG_LBR_PL_Surebuy FNC in a Tub,PCKG_LBR_PL_Surebuy FNC in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16377,PCKG_LBR_PL_Surebuy Nail File w/Case in a Tub,PCKG_LBR_PL_Surebuy Nail File w/Case in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16379,PCKG_LBR_PL_Surebuy Safety Scissors in a Tub,PCKG_LBR_PL_Surebuy Safety Scissors in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16381,PCKG_LBR_PL_Surebuy Scissors Tweezer in a Tub,PCKG_LBR_PL_Surebuy Scissors Tweezer in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16383,PCKG_LBR_PL_Surebuy Straight Edge TNC in a Tub,PCKG_LBR_PL_Surebuy Straight Edge TNC in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
16385,PCKG_LBR_PL_Surebuy TNC in a Tub,PCKG_LBR_PL_Surebuy TNC in a Tub,,Non-inventory Item,,Private Label,,CPRI01,
6946,PCKG_LBR_RET,PCKG_LBR_RET,,Non-inventory Item,,HHH - Retail,,,
16413,PCKG_LBR_RET_BB Ess. Anti. H.Wash Fresh Petals 1L,PCKG_LBR_RET_BB Ess. Anti. H.Wash Fresh Petals 1L,,Non-inventory Item,,HHH - Retail,,CRET01,
16411,PCKG_LBR_RET_BB Ess. Anti. H.Wash Mandarin Fresh 1L,PCKG_LBR_RET_BB Ess. Anti. H.Wash Mandarin Fresh 1L,,Non-inventory Item,,HHH - Retail,,CRET01,
16405,PCKG_LBR_RET_BB Ess. Hand Sanitizer Spray 250ML,PCKG_LBR_RET_BB Ess. Hand Sanitizer Spray 250ML,,Non-inventory Item,,HHH - Retail,,CRET01,
16403,PCKG_LBR_RET_BB Ess. Hand Sanitizer Spray 60ML,PCKG_LBR_RET_BB Ess. Hand Sanitizer Spray 60ML,,Non-inventory Item,,HHH - Retail,,CRET01,
16409,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL,,Non-inventory Item,,HHH - Retail,,CRET01,
16419,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB1,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB1,,Non-inventory Item,,HHH - Retail,,CRET01,
30235,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB10,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB10,,Non-inventory Item,,HHH - Retail,,CRET01,
30237,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB11,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB11,,Non-inventory Item,,HHH - Retail,,CRET01,
16421,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB2,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB2,,Non-inventory Item,,HHH - Retail,,CRET01,
20617,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB3,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB3,,Non-inventory Item,,HHH - Industrial,,CIND01,
21950,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB4,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB4,,Non-inventory Item,,HHH - Retail,,CRET01,
25776,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB5,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB5,,Non-inventory Item,,HHH - Retail,,CRET01,
25778,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB6,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB6,,Non-inventory Item,,HHH - Retail,,CRET01,
26898,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB7,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB7,,Non-inventory Item,,HHH - Retail,,CRET01,
29331,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB8,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB8,,Non-inventory Item,,HHH - Retail,,CRET01,
29333,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB9,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 1GAL PB9,,Non-inventory Item,,HHH - Retail,,CRET01,
16407,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML,,Non-inventory Item,,HHH - Retail,,CRET01,
16415,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB1,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB1,,Non-inventory Item,,HHH - Retail,,CRET01,
29327,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB10,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB10,,Non-inventory Item,,HHH - Retail,,CRET01,
29329,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB11,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB11,,Non-inventory Item,,HHH - Retail,,CRET01,
16417,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB2,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB2,,Non-inventory Item,,HHH - Retail,,CRET01,
25780,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB3,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB3,,Non-inventory Item,,HHH - Retail,,CRET01,
26894,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB4,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB4,,Non-inventory Item,,HHH - Retail,,CRET01,
26896,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB5,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB5,,Non-inventory Item,,HHH - Retail,,CRET01,
29319,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB6,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB6,,Non-inventory Item,,HHH - Retail,,CRET01,
29321,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB7,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB7,,Non-inventory Item,,HHH - Retail,,CRET01,
29323,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB8,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB8,,Non-inventory Item,,HHH - Retail,,CRET01,
29325,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB9,PCKG_LBR_RET_BB Ess. Isop. Alcohol 70% Soln 500ML PB9,,Non-inventory Item,,HHH - Retail,,CRET01,
6937,PCKG_OH_GM,PCKG_OH_GM,,Non-inventory Item,,General Merchandise,,CMDS01,
16302,PCKG_OH_GM_B.Nails N.Expert Series 360 Rotating N.Clipper,PCKG_OH_GM_B.Nails N.Expert Series 360 Rotating N.Clipper,,Non-inventory Item,,General Merchandise,,CMDS01,
16296,PCKG_OH_GM_B.Nails N.Expert Series 4in1 Fold Multi-Clipper,PCKG_OH_GM_B.Nails N.Expert Series 4in1 Fold Multi-Clipper,,Non-inventory Item,,General Merchandise,,CMDS01,
16288,PCKG_OH_GM_B.Nails N.Expert Series Dual End C.Pusher,PCKG_OH_GM_B.Nails N.Expert Series Dual End C.Pusher,,Non-inventory Item,,General Merchandise,,CMDS01,
16300,PCKG_OH_GM_B.Nails N.Expert Series Mess Free FNC,PCKG_OH_GM_B.Nails N.Expert Series Mess Free FNC,,Non-inventory Item,,General Merchandise,,CMDS01,
16298,PCKG_OH_GM_B.Nails N.Expert Series No Slip Grip FNC,PCKG_OH_GM_B.Nails N.Expert Series No Slip Grip FNC,,Non-inventory Item,,General Merchandise,,CMDS01,
16304,PCKG_OH_GM_B.Nails N.Expert Series No Slip Grip TNC,PCKG_OH_GM_B.Nails N.Expert Series No Slip Grip TNC,,Non-inventory Item,,General Merchandise,,CMDS01,
16290,PCKG_OH_GM_B.Nails N.Expert Series Pointed Tip Tweezer,PCKG_OH_GM_B.Nails N.Expert Series Pointed Tip Tweezer,,Non-inventory Item,,General Merchandise,,CMDS01,
16292,PCKG_OH_GM_B.Nails N.Expert Series Pro FNC,PCKG_OH_GM_B.Nails N.Expert Series Pro FNC,,Non-inventory Item,,General Merchandise,,CMDS01,
16310,PCKG_OH_GM_B.Nails N.Expert Series Scissors Brow Hair,PCKG_OH_GM_B.Nails N.Expert Series Scissors Brow Hair,,Non-inventory Item,,General Merchandise,,CMDS01,
16306,PCKG_OH_GM_B.Nails N.Expert Series Scissors Pointed-Tip,PCKG_OH_GM_B.Nails N.Expert Series Scissors Pointed-Tip,,Non-inventory Item,,General Merchandise,,CMDS01,
16308,PCKG_OH_GM_B.Nails N.Expert Series Scissors Round-Tip,PCKG_OH_GM_B.Nails N.Expert Series Scissors Round-Tip,,Non-inventory Item,,General Merchandise,,CMDS01,
16294,PCKG_OH_GM_B.Nails N.Expert Series Straight Edge TNC,PCKG_OH_GM_B.Nails N.Expert Series Straight Edge TNC,,Non-inventory Item,,General Merchandise,,CMDS01,
16284,PCKG_OH_GM_B.Nails Nail Expert Series Deluxe FNC,PCKG_OH_GM_B.Nails Nail Expert Series Deluxe FNC,,Non-inventory Item,,General Merchandise,,CMDS01,
16286,PCKG_OH_GM_B.Nails Nail Expert Series Deluxe TNC,PCKG_OH_GM_B.Nails Nail Expert Series Deluxe TNC,,Non-inventory Item,,General Merchandise,,CMDS01,
28217,PCKG_OH_GM_BB Nails Nail Expert Series Curved-Tip Beauty Scissors,PCKG_OH_GM_BB Nails Nail Expert Series Curved-Tip Beauty Scissors,,Non-inventory Item,,General Merchandise,,CMDS01,
28215,PCKG_OH_GM_BB Nails Nail Expert Series Wide Beauty Scissors,PCKG_OH_GM_BB Nails Nail Expert Series Wide Beauty Scissors,,Non-inventory Item,,General Merchandise,,CMDS01,
16312,PCKG_OH_GM_BB Prostyl Hair Thinning Scissors,PCKG_OH_GM_BB Prostyl Hair Thinning Scissors,,Non-inventory Item,,General Merchandise,,CMDS01,
16314,PCKG_OH_GM_BB Prostyl Hair Trimming Scissors,PCKG_OH_GM_BB Prostyl Hair Trimming Scissors,,Non-inventory Item,,General Merchandise,,CMDS01,
16252,PCKG_OH_GM_Bobbie Nails Cuticle Pusher,PCKG_OH_GM_Bobbie Nails Cuticle Pusher,,Non-inventory Item,,General Merchandise,,CMDS01,
24165,PCKG_OH_GM_Bobbie Nails Cuticle Pusher In A Tub,PCKG_OH_GM_Bobbie Nails Cuticle Pusher In A Tub,,Non-inventory Item,,General Merchandise,,,
16254,PCKG_OH_GM_Bobbie Nails Cuticle Trimmer,PCKG_OH_GM_Bobbie Nails Cuticle Trimmer,,Non-inventory Item,,General Merchandise,,CMDS01,
16256,PCKG_OH_GM_Bobbie Nails Emery Board,PCKG_OH_GM_Bobbie Nails Emery Board,,Non-inventory Item,,General Merchandise,,CMDS01,
16258,PCKG_OH_GM_Bobbie Nails FingerNail Clipper,PCKG_OH_GM_Bobbie Nails FingerNail Clipper,,Non-inventory Item,,General Merchandise,,CMDS01,
16260,PCKG_OH_GM_Bobbie Nails FingerNail Clipper in a Tub,PCKG_OH_GM_Bobbie Nails FingerNail Clipper in a Tub,,Non-inventory Item,,General Merchandise,,CMDS01,
16262,PCKG_OH_GM_Bobbie Nails FingerNail Nipper,PCKG_OH_GM_Bobbie Nails FingerNail Nipper,,Non-inventory Item,,General Merchandise,,CMDS01,
16264,PCKG_OH_GM_Bobbie Nails Home Manicure Kit,PCKG_OH_GM_Bobbie Nails Home Manicure Kit,,Non-inventory Item,,General Merchandise,,CMDS01,
16266,PCKG_OH_GM_Bobbie Nails Nail Brush Big,PCKG_OH_GM_Bobbie Nails Nail Brush Big,,Non-inventory Item,,General Merchandise,,CMDS01,
16268,PCKG_OH_GM_Bobbie Nails Nail Brush Small,PCKG_OH_GM_Bobbie Nails Nail Brush Small,,Non-inventory Item,,General Merchandise,,CMDS01,
24167,PCKG_OH_GM_Bobbie Nails Nail Brush Small In A Tub,PCKG_OH_GM_Bobbie Nails Nail Brush Small In A Tub,,Non-inventory Item,,General Merchandise,,,
16270,PCKG_OH_GM_Bobbie Nails Nail Buffer,PCKG_OH_GM_Bobbie Nails Nail Buffer,,Non-inventory Item,,General Merchandise,,CMDS01,
16272,PCKG_OH_GM_Bobbie Nails Nail File,PCKG_OH_GM_Bobbie Nails Nail File,,Non-inventory Item,,General Merchandise,,CMDS01,
24169,PCKG_OH_GM_Bobbie Nails Nail File In A Tub,PCKG_OH_GM_Bobbie Nails Nail File In A Tub,,Non-inventory Item,,General Merchandise,,,
16282,PCKG_OH_GM_Bobbie Nails Pull-Type Tweezer in a Tub,PCKG_OH_GM_Bobbie Nails Pull-Type Tweezer in a Tub,,Non-inventory Item,,General Merchandise,,CMDS01,
16276,PCKG_OH_GM_Bobbie Nails Toe Nail Clipper,PCKG_OH_GM_Bobbie Nails Toe Nail Clipper,,Non-inventory Item,,General Merchandise,,CMDS01,
16278,PCKG_OH_GM_Bobbie Nails Toe Nail Clipper in a Tub,PCKG_OH_GM_Bobbie Nails Toe Nail Clipper in a Tub,,Non-inventory Item,,General Merchandise,,CMDS01,
16280,PCKG_OH_GM_Bobbie Nails Toe Nail Nipper,PCKG_OH_GM_Bobbie Nails Toe Nail Nipper,,Non-inventory Item,,General Merchandise,,CMDS01,
16274,PCKG_OH_GM_Bobbie Nails Toe Separator,PCKG_OH_GM_Bobbie Nails Toe Separator,,Non-inventory Item,,General Merchandise,,CMDS01,
6939,PCKG_OH_IND,PCKG_OH_IND,,Non-inventory Item,,HHH - Industrial,,CIND01,
16388,PCKG_OH_IND_CCC Air Freshener Fresh Kitchen 1GAL,PCKG_OH_IND_CCC Air Freshener Fresh Kitchen 1GAL,,Non-inventory Item,,HHH - Industrial,,CIND01,
16390,PCKG_OH_IND_CCC Air Freshener Pink Grapefruit 1GAL,PCKG_OH_IND_CCC Air Freshener Pink Grapefruit 1GAL,,Non-inventory Item,,HHH - Industrial,,CIND01,
16398,PCKG_OH_IND_CCC Antibac Liq. H. Soap Unscented 1GAL,PCKG_OH_IND_CCC Antibac Liq. H. Soap Unscented 1GAL,,Non-inventory Item,,HHH - Industrial,,CIND01,
16394,PCKG_OH_IND_CCC Antibac Liq. Hand Soap Apple 1GAL,PCKG_OH_IND_CCC Antibac Liq. Hand Soap Apple 1GAL,,Non-inventory Item,,HHH - Industrial,,CIND01,
16396,PCKG_OH_IND_CCC Antibac Liq. Hand Soap Freezia 1GAL,PCKG_OH_IND_CCC Antibac Liq. Hand Soap Freezia 1GAL,,Non-inventory Item,,HHH - Industrial,,CIND01,
16400,PCKG_OH_IND_CCC Hand Sanitizer Unscented 1GAL,PCKG_OH_IND_CCC Hand Sanitizer Unscented 1GAL,,Non-inventory Item,,HHH - Industrial,,CIND01,
16402,PCKG_OH_IND_CCC Isop. Alcohol 70% Soln 1GAL,PCKG_OH_IND_CCC Isop. Alcohol 70% Soln 1GAL,,Non-inventory Item,,HHH - Industrial,,CIND01,
16392,PCKG_OH_IND_CCC Liquid Bath Soap 1GAL,PCKG_OH_IND_CCC Liquid Bath Soap 1GAL,,Non-inventory Item,,HHH - Industrial,,CIND01,
6938,PCKG_OH_MU,PCKG_OH_MU,,Non-inventory Item,,Make-up,,CMAK01,
19511,PCKG_OH_MU_BB Cos Getaway Glam Set A,PCKG_OH_MU_BB Cos Getaway Glam Set A,,Non-inventory Item,,Make-up,,CMAK01,
19513,PCKG_OH_MU_BB Cos Getaway Glam Set B,PCKG_OH_MU_BB Cos Getaway Glam Set B,,Non-inventory Item,,Make-up,,CMAK01,
19515,PCKG_OH_MU_BB Cos Getaway Glam Set C,PCKG_OH_MU_BB Cos Getaway Glam Set C,,Non-inventory Item,,Make-up,,CMAK01,
19509,PCKG_OH_MU_BB Cos Getaway Glam Set D,PCKG_OH_MU_BB Cos Getaway Glam Set D,,Non-inventory Item,,Make-up,,CMAK01,
16320,PCKG_OH_MU_BB Cos Tete-A-Tint Drunk Kiss,PCKG_OH_MU_BB Cos Tete-A-Tint Drunk Kiss,,Non-inventory Item,,Make-up,,CMAK01,
16322,PCKG_OH_MU_BB Cos Tete-A-Tint Love Punch,PCKG_OH_MU_BB Cos Tete-A-Tint Love Punch,,Non-inventory Item,,Make-up,,CMAK01,
16316,PCKG_OH_MU_BB Cos Tete-A-Tint LT-01,PCKG_OH_MU_BB Cos Tete-A-Tint LT-01,,Non-inventory Item,,Make-up,,CMAK01,
16318,PCKG_OH_MU_BB Cos Tete-A-Tint LT-02,PCKG_OH_MU_BB Cos Tete-A-Tint LT-02,,Non-inventory Item,,Make-up,,CMAK01,
30234,PCKG_OH_MU_BB Scent Body Fragrance FlowerChild 80ml,PCKG_OH_MU_BB Scent Body Fragrance FlowerChild 80ml,,Non-inventory Item,,Make-up,,CMAK01,
16326,PCKG_OH_MU_BB Scent Body Fragrance Happy Hippy 80ml,PCKG_OH_MU_BB Scent Body Fragrance Happy Hippy 80ml,,Non-inventory Item,,Make-up,,CMAK01,
16330,PCKG_OH_MU_BB Scent Body Fragrance Lady Stardust 80ml,PCKG_OH_MU_BB Scent Body Fragrance Lady Stardust 80ml,,Non-inventory Item,,Make-up,,CMAK01,
16332,PCKG_OH_MU_BB Scent Body Fragrance Pin-up Pink 80ml,PCKG_OH_MU_BB Scent Body Fragrance Pin-up Pink 80ml,,Non-inventory Item,,Make-up,,CMAK01,
16324,PCKG_OH_MU_BB Scent Body Fragrance Rising Star 80ml,PCKG_OH_MU_BB Scent Body Fragrance Rising Star 80ml,,Non-inventory Item,,Make-up,,CMAK01,
25085,PCKG_OH_MU_BB Scent Body Fragrance Screen Siren 50ml,PCKG_OH_MU_BB Scent Body Fragrance Screen Siren 50ml,,Non-inventory Item,,Nail Care,,CMAK01,
16328,PCKG_OH_MU_BB Scent Body Fragrance Screen Siren 80ml,PCKG_OH_MU_BB Scent Body Fragrance Screen Siren 80ml,,Non-inventory Item,,Make-up,,CMAK01,
16334,PCKG_OH_MU_BB Scent Body Fragrance Show Girl 80ml,PCKG_OH_MU_BB Scent Body Fragrance Show Girl 80ml,,Non-inventory Item,,Make-up,,CMAK01,
30230,PCKG_OH_MU_BB Scent Body Fragrance SultryBeams 80ml,PCKG_OH_MU_BB Scent Body Fragrance SultryBeams 80ml,,Non-inventory Item,,Make-up,,CMAK01,
30232,PCKG_OH_MU_BB Scent Body Fragrance WindSwept 80ml,PCKG_OH_MU_BB Scent Body Fragrance WindSwept 80ml,,Non-inventory Item,,Make-up,,CMAK01,
16336,PCKG_OH_MU_Rain MULT Fire 10ML,PCKG_OH_MU_Rain MULT Fire 10ML,,Non-inventory Item,,Make-up,,CMAK01,
16338,PCKG_OH_MU_Rain MULT Rust 10ML,PCKG_OH_MU_Rain MULT Rust 10ML,,Non-inventory Item,,Make-up,,CMAK01,
16340,PCKG_OH_MU_Rain MULT Spice 10ML,PCKG_OH_MU_Rain MULT Spice 10ML,,Non-inventory Item,,Make-up,,CMAK01,
