Internal ID,Internal ID,ID,STORE CODE,Name,Top Level Parent,ID,Name,Company Name,Business Style,Philippines Business Style,Status,Billing Address 1,Billing City,Billing State/Province,Billing Zip,Date Created
9099,9099,CWATS01HY1X3259,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS GO SHOPPING MALL VALENZUELA-3259,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS GO SHOPPING MALL VALENZUELA-3259,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9100,9100,CWATS01I01X0281,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS ISETANN CINERAMA-281,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS ISETANN CINERAMA-281,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9101,9101,CWATS01IB2X0852,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS ALI MALL CUBAO-852,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS ALI MALL CUBAO-852,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9102,9102,CWATS01IC1X2082,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS ISLAND CENTRAL MACTAN-2082,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS ISLAND CENTRAL MACTAN-2082,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9103,9103,CWATS01IG1X2413,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS ROBINSONS PLACE ILIGAN-2413,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS ROBINSONS PLACE ILIGAN-2413,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
10094,10094,CWATS01IG2X4349,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS IGC BLDG. IPIL-4349,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS IGC BLDG. IPIL-4349,,WATSONS,CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,23-Aug-2022 10:25 am
9104,9104,CWATS01IH1X2324,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS ISLAND CITY MALL BOHOL-2324,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS ISLAND CITY MALL BOHOL-2324,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9105,9105,CWATS01IL1X0049,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS SM CITY ILOILO MALL 1-49,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS SM CITY ILOILO MALL 1-49,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9106,9106,CWATS01IL2X1040,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS GAISANO CITI SUPERMALL ILIGAN-1040,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS GAISANO CITI SUPERMALL ILIGAN-1040,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9107,9107,CWATS01IL4X0862,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS SM CITY ILOILO MALL 4-862,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS SM CITY ILOILO MALL 4-862,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9108,9108,CWATS01IM1X0050,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS  SM MANDURRIAO DS ILOILO (N) -50,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS  SM MANDURRIAO DS ILOILO (N) -50,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9109,9109,CWATS01IM2X2450,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS SM CENTER IMUS-2450,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS SM CENTER IMUS-2450,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9110,9110,CWATS01IM3X3999,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS KINGHOME SHOPPING MALL-3999,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS KINGHOME SHOPPING MALL-3999,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9111,9111,CWATS01IO1X2888,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS CITYMALL IPONAN-2888,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS CITYMALL IPONAN-2888,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9112,9112,CWATS01IP1X2882,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS THE WALK ABAD St CEBU-2882,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS THE WALK ABAD St CEBU-2882,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9113,9113,CWATS01JA1X2045,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS ROBINSONS PLACE JARO-2045,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS ROBINSONS PLACE JARO-2045,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER, WACK WACK GREENHILLS",MANDALUYONG CITY,,,14-Dec-2021 1:38 pm
9114,9114,CWATS01JA2X3516,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS GAISANO GRAND MALL JAI ALAI-3516,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS GAISANO GRAND MALL JAI ALAI-3516,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9923,9923,CWATS01JB1X4457,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JOMABO BLDG.-4457,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JOMABO BLDG.-4457,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",NGOC,6122,30-Jun-2022 2:50 pm
13717,13717,CWATS01JB1X5186,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JAG BLDG. SJDM BULACAN-5186,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JAG BLDG. SJDM BULACAN-5186,,WATSONS,CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER, WACK WACK GREENHILLS",MANDALUYONG CITY,MNLA,,27-Jun-2023 11:18 am
9115,9115,CWATS01JC1X1028,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS J MALL MANDAUE-1028,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS J MALL MANDAUE-1028,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9116,9116,CWATS01JH1X3071,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS GRAND MASTER MALL NAGA-3071,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS GRAND MASTER MALL NAGA-3071,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9117,9117,CWATS01JI1X3393,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS PUREGOLD JARO-3393,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS PUREGOLD JARO-3393,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9836,9836,CWATS01JJ1X3967,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JJTFP BLDG CALUMPANG GENSAN-3967,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JJTFP BLDG CALUMPANG GENSAN-3967,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,24-May-2022 10:04 am
9118,9118,CWATS01JM1X2522,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JM BUILDING ALABANG-2522,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JM BUILDING ALABANG-2522,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9119,9119,CWATS01JM2X3866,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JAMORAS BLDG SAN PABLO-3866,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JAMORAS BLDG SAN PABLO-3866,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9120,9120,CWATS01JO1X1527,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS CITY MALL JARO-1527,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS CITY MALL JARO-1527,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9121,9121,CWATS01JP1X2724,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS YTCC BLDG JP RIZAL MARIKINA-2724,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS YTCC BLDG JP RIZAL MARIKINA-2724,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9122,9122,CWATS01JP2X3682,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JEEPNEY MARKET-3682,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JEEPNEY MARKET-3682,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9123,9123,CWATS01JQ1X0200,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JY SQUARE CEBU-200,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JY SQUARE CEBU-200,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9124,9124,CWATS01JR1X1274,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JAZZ RESIDENCES-1274,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JAZZ RESIDENCES-1274,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9125,9125,CWATS01JS1X1933,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS J.S ARCILLA BUILDING TABACO-1933,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS J.S ARCILLA BUILDING TABACO-1933,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
15048,15048,CWATS01JT1X5581,5581,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JRJF BLDG. TAGUM DAVAO DEL NORTE-5581,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JRJF BLDG. TAGUM DAVAO DEL NORTE-5581,,WATSONS,CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER, WACK WACK GREENHILLS",MANDALUYONG CITY,,0,19-Dec-2023 5:24 pm
15049,15049,CWATS01JU1X5619,5619,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JUAN BAUN BLDG. SAN CARLOS PANGASINAN-5619,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JUAN BAUN BLDG. SAN CARLOS PANGASINAN-5619,,WATSONS,CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER, WACK WACK GREENHILLS",MANDALUYONG CITY,,0,19-Dec-2023 5:24 pm
9126,9126,CWATS01JW1X3547,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS POBLACION SAN JOSE-3547,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS POBLACION SAN JOSE-3547,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9127,9127,CWATS01JX14186,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS JAAX BLDG TANJAY NEGROS-4186,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS JAAX BLDG TANJAY NEGROS-4186,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,1550,14-Dec-2021 1:38 pm
9128,9128,CWATS01KA1X1817,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS CITY MALL KALIBO-1817,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS CITY MALL KALIBO-1817,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9129,9129,CWATS01KB1X2524,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS GAISANO GRAND MALL KABANKALAN-2524,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS GAISANO GRAND MALL KABANKALAN-2524,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9130,9130,CWATS01KC1X1721,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS KCC MALL OF MARBEL-1721,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS KCC MALL OF MARBEL-1721,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9131,9131,CWATS01KD1X2428,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS GAISANO GRAND KIDAPAWAN-2428,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS GAISANO GRAND KIDAPAWAN-2428,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9132,9132,CWATS01KE1X0087,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS SHAW KALENTONG-87,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS SHAW KALENTONG-87,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9133,9133,CWATS01KG1X2970,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS KINGSMEN BLDG.-2970,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS KINGSMEN BLDG.-2970,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9134,9134,CWATS01KI3X0478,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS SM HYPERMARKET MAKATI-478,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS SM HYPERMARKET MAKATI-478,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9135,9135,CWATS01KK1X1303,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS KCC VERANZA MALL GEN SAN-1303,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS KCC VERANZA MALL GEN SAN-1303,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9136,9136,CWATS01KK2X2024,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS CITY MALL KABANKALAN-2024,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS CITY MALL KABANKALAN-2024,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9137,9137,CWATS01KL1X3382,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS MALL OF ACE CENTER-3382,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS MALL OF ACE CENTER-3382,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
9138,9138,CWATS01KN1X3964,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS KUAN BLDG GUADALUPE-3964,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS KUAN BLDG GUADALUPE-3964,,WATSONS PERSONAL CARE (PHILIPPINES),CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER,","WACK WACK GREENHILLS, MANDALUYONG CITY",,,14-Dec-2021 1:38 pm
13493,13493,CWATS01KP1X5189,,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000 : WATSONS KALIBO PLAZA AKLAN-5189,CWATS01000 WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,CWATS01000,WATSONS PERSONAL CARE (PHILIPPINES) INC.-1000,WATSONS KALIBO PLAZA AKLAN-5189,,WATSONS PERSONAL CARE (PHILIPPINES) INC.,CUSTOMER-Closed Won,"UNIT 211 2/F THE PODIUM ADB AVE, ORTIGAS CENTER, WACK WACK GREENHILLS",MANDALUYONG CITY,Metro Manila,,1-Jun-2023 4:57 pm
