Internal ID,Internal ID,ID,STORE CODE,Name,Top Level Parent,ID,Name,Company Name,Business Style,Philippines Business Style,Status,Billing Address 1,Billing City,Billing State/Province,Billing Zip,Date Created
11188,11188,CALFA01CH1X1473,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI CHERRY HOMES BACOOR","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI CHERRY HOMES BACOOR,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11392,11392,CALFA01CH1X2110,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI KAYBAGAL CENTRAL","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI KAYBAGAL CENTRAL,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11393,11393,CALFA01CI1X2051,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI KAYTAPOS INDANG","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI KAYTAPOS INDANG,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11394,11394,CALFA01CJ1X2096,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI GOVERNORS HILL","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI GOVERNORS HILL,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11395,11395,CALFA01CK1X2253,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI POB AGONCILLO BATANGAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI POB AGONCILLO BATANGAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11267,11267,CALFA01CL1X1552,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI CALENDOLA LAGUNA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI CALENDOLA LAGUNA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11396,11396,CALFA01CL1X2238,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI LAKESIDE NEST","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI LAKESIDE NEST,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11192,11192,CALFA01CM1X1556,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI CASA MERCATO CAVITE","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI CASA MERCATO CAVITE,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11397,11397,CALFA01CM1X2241,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI R DIOKNO TAAL BATANGAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI R DIOKNO TAAL BATANGAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11398,11398,CALFA01CN1X2309,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI POBLACION 4 CALACA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI POBLACION 4 CALACA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11228,11228,CALFA01CO1X1646,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI CONGRESSIONAL II","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI CONGRESSIONAL II,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11244,11244,CALFA01CO1X1728,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI CORCUERA COMM","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI CORCUERA COMM,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11399,11399,CALFA01CO1X1972,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PORTA VAGA SUBD","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PORTA VAGA SUBD,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11265,11265,CALFA01CP1X1867,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI CHIPECO ST LAGUNA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI CHIPECO ST LAGUNA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11400,11400,CALFA01CP1X2034,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BOCALAN AMAYA 3","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BOCALAN AMAYA 3,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11401,11401,CALFA01CQ1X2160,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI POBLACION2 BAUAN","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI POBLACION2 BAUAN,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11287,11287,CALFA01CR1X1762,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI NIA ROAD CARSADANG BAGO","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI NIA ROAD CARSADANG BAGO,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11402,11402,CALFA01CR1X2149,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MAMBOG 4 BACOOR","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MAMBOG 4 BACOOR,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11403,11403,CALFA01CS1X2295,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI ST JOSEPH MARINIG CABUYAO","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI ST JOSEPH MARINIG CABUYAO,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11404,11404,CALFA01CT1X2041,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI FLORENTINO JOYA ST TANZA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI FLORENTINO JOYA ST TANZA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11326,11326,CALFA01CU1X1940,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BUCAL 3B","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BUCAL 3B,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11405,11405,CALFA01CU1X2158,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI GEN P ALVAREZ NOVELETA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI GEN P ALVAREZ NOVELETA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11179,11179,CALFA01CV1X1467,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI CHRYSANTHEMUM VILLAGE","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI CHRYSANTHEMUM VILLAGE,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11406,11406,CALFA01CV1X2316,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BAGONG SIKAT LEMERY","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BAGONG SIKAT LEMERY,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11407,11407,CALFA01CW1X2042,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI TIERRA SOLANA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI TIERRA SOLANA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11408,11408,CALFA01CX1X2155,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI TEJERO 2 GEN TRIAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI TEJERO 2 GEN TRIAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11409,11409,CALFA01CY1X2296,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BALAGTAS PHVORA LAS PINAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BALAGTAS PHVORA LAS PINAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11410,11410,CALFA01CZ1X2146,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI TABON 2 KAWIT","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI TABON 2 KAWIT,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11313,11313,CALFA01DA1X1900,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI DALAHICAN","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI DALAHICAN,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11411,11411,CALFA01DA1X2293,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI RIZAL ST POBLACION MENDEZ","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI RIZAL ST POBLACION MENDEZ,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11412,11412,CALFA01DB1X2185,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MANDIGMA MN KAHOY BATANGAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MANDIGMA MN KAHOY BATANGAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11424,11424,CALFA01DBN1X2297,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI SREI F GOMEZ ST STA ROSA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI SREI F GOMEZ ST STA ROSA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11176,11176,CALFA01DC1X1439,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI SABANG DASMARINAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI SABANG DASMARINAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11183,11183,CALFA01DC1X1466,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI WEST WIND DASMARINAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI WEST WIND DASMARINAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11256,11256,CALFA01DC1X1895,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI DC IMUS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI DC IMUS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11413,11413,CALFA01DC1X2055,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI JAVALERA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI JAVALERA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11171,11171,CALFA01DC1XSC00,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : ALFAMART TRADING PHILIPPINES, INC. - DC Silang","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office","ALFAMART TRADING PHILIPPINES, INC. - DC Silang",,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam",Silang,CVTE,4418,14-Feb-2023 3:26 pm
11414,11414,CALFA01DD1X2147,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PUROK 6 SUCAT","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PUROK 6 SUCAT,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11415,11415,CALFA01DE1X2180,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI LOOC CALAMBA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI LOOC CALAMBA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11416,11416,CALFA01DF1X2256,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI BAYANAN PUTATAN MUNTINLUPA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI BAYANAN PUTATAN MUNTINLUPA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11417,11417,CALFA01DG1X2161,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI GALICIA II CAVITE","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI GALICIA II CAVITE,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11418,11418,CALFA01DH1X2294,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI GEN MALVAR BGY II ST TOMAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI GEN MALVAR BGY II ST TOMAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11419,11419,CALFA01DI1X2163,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI MH DEL PILAR CALAMBA","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI MH DEL PILAR CALAMBA,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11420,11420,CALFA01DJ1X2108,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI SAN CRISTOBAL","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI SAN CRISTOBAL,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11421,11421,CALFA01DK1X2327,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI SANTO ANGEL SUR STA CRUZ","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI SANTO ANGEL SUR STA CRUZ,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11422,11422,CALFA01DL1X2183,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI AGUADO TRECE MARTIREZ","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI AGUADO TRECE MARTIREZ,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11257,11257,CALFA01DM1X1741,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI DONA MANUELA SUB LAS PINAS","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI DONA MANUELA SUB LAS PINAS,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11423,11423,CALFA01DM1X2418,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI PSC BUSINESS CENTER STO TO","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI PSC BUSINESS CENTER STO TO,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11425,11425,CALFA01DO1X2345,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI ALAPAN 1C COR BONIFACIO ST","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI ALAPAN 1C COR BONIFACIO ST,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
11215,11215,CALFA01DP1X1656,,"ALFAMART TRADING PHILIPPINES, INC. - Head Office : AMI DIONISIO APARTMENT","CALFA01000 ALFAMART TRADING PHILIPPINES, INC. - Head Office",CALFA01000,"ALFAMART TRADING PHILIPPINES, INC. - Head Office",AMI DIONISIO APARTMENT,,"ALFAMART TRADING PHILIPPINES, INC.",CUSTOMER-Closed Won,"Alfamart Center Blk 1 Lot 3,4 & 5  Daiichi Industrial Park, Special Economic Zone Maguam 4118",Silang,Cavite,,14-Feb-2023 3:26 pm
